frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
278,299.0,[2339.5307644279296 1219.0625769325582 2930.2040803837467 1741.9849265259961],[2564.603515625 1487.21240234375 2721.4814453125 1603.5341796875],0.4579845368862152,EY51NBG,0.4198443639176614
280,16.0,[880.074651989325 1541.8814810818978 1532.4611086063555 2122.343420122763],[1101.93359375 1910.1082763671875 1303.746337890625 2012.8114013671875],0.6970624327659607,FJ14ZHY,0.451803343212103
280,299.0,[2342.547996410774 1229.3574958711622 2940.5850304201126 1750.5754281930556],[2565.097412109375 1509.205810546875 2725.182861328125 1608.8792724609375],0.4523223638534546,EY61NBG,0.4429462126452725
281,16.0,[871.3529327450603 1547.2041929884726 1529.358781290826 2131.535058033015],[1097.287353515625 1919.816162109375 1290.890625 2017.1832275390625],0.7025910019874573,FJ14ZHY,0.4098475695339862
283,16.0,[859.640604397847 1558.7913321097492 1527.3627835137938 2147.68895306512],[1089.8662109375 1934.099853515625 1290.93408203125 2038.4970703125],0.6819032430648804,FJ14ZHY,0.6394617793005734
284,16.0,[856.843281944537 1563.889880220972 1526.8415864796248 2153.0243108030186],[1085.759033203125 1946.8150634765625 1291.735107421875 2044.9837646484375],0.6900116205215454,FJ14ZHY,0.34346422567108226
285,299.0,[2344.8584527583585 1246.3037727451524 2959.051791854013 1778.2786521777753],[2569.53759765625 1540.69775390625 2738.32568359375 1647.210205078125],0.5557665228843689,EY61MBG,0.21675310643196638
286,16.0,[848.7549266413489 1571.9939792658229 1523.267143468066 2154.576149186735],[1079.599365234375 1961.4609375 1287.368896484375 2063.7451171875],0.7004297375679016,FJ14ZHY,0.5560580740390145
286,299.0,[2345.0440116271247 1248.262985499919 2962.129501202986 1782.9580943429974],[2578.1611328125 1558.8819580078125 2736.4755859375 1647.0157470703125],0.5152478218078613,EY61MBG,0.4298676650359407
287,299.0,[2343.9071303941473 1251.3412669689612 2961.615404040829 1788.4789801043346],[2574.3427734375 1532.42333984375 2739.910400390625 1649.798095703125],0.5607779622077942,EY61NBG,0.6874139652393602
288,16.0,[843.0333087719605 1584.7102054018555 1522.414264221878 2155.4395828789825],[1067.626220703125 1981.9039306640625 1285.9246826171875 2085.81689453125],0.7121025323867798,FJ14ZHY,0.45212831424614847
288,299.0,[2344.498628680054 1255.9342903939348 2961.7578597700885 1794.5561059179029],[2575.28515625 1562.08251953125 2742.82958984375 1655.9013671875],0.35974979400634766,EY61NBG,0.7189453542444126
289,16.0,[839.8621166736154 1588.8362669134208 1522.359198634316 2155.079295330434],[1068.0328369140625 1988.38232421875 1286.635009765625 2093.59033203125],0.7015401721000671,FJ14ZHY,0.32048046207071906
289,299.0,[2346.119711685989 1260.5649317528491 2964.2680593515393 1800.3906307394382],[2571.76513671875 1561.90234375 2738.393798828125 1657.7470703125],0.48477306962013245,EY61MBG,0.5031376864080949
292,16.0,[826.0917100968383 1610.689172953253 1512.3532675780575 2151.1406150598887],[1062.6689453125 2014.201171875 1269.572509765625 2112.246826171875],0.7162154912948608,FJ14ZHY,0.6688175284520629
292,299.0,[2347.734676097897 1273.9007273641218 2971.722026790001 1818.4283407511002],[2581.878173828125 1585.675048828125 2744.376220703125 1674.1160888671875],0.5885177850723267,EY61NBG,0.6410571689012805
293,16.0,[823.4794114825895 1617.9846320077736 1512.9368019732747 2153.6511704128843],[1053.4991455078125 2020.088134765625 1268.072265625 2121.8984375],0.7277706861495972,FJ14ZHY,0.3160343313269878
293,299.0,[2347.014663211367 1276.0657716249912 2971.4552834386836 1822.7092138428452],[2593.52783203125 1581.558837890625 2751.98291015625 1679.495361328125],0.5953420996665955,EY61NBG,0.40506545125503723
294,16.0,[816.7867182061261 1627.3184511282536 1510.0023173737638 2158.8217861802286],[1047.459228515625 2032.1669921875 1266.0457763671875 2136.9501953125],0.6910483241081238,FJ14ZHY,0.5074296970342851
295,16.0,[812.3937530416842 1634.1086626996857 1508.3217579643447 2161.8329494691616],[1046.8209228515625 2039.7425537109375 1260.1578369140625 2136.27587890625],0.6943714618682861,FJ16ZHY,0.2170009258063659
295,299.0,[2350.56672457595 1283.1674185720783 2979.8201987302996 1835.2133621899382],[2589.45068359375 1600.591552734375 2761.879150390625 1696.182861328125],0.5743623375892639,EY61NBG,0.3318931381876324
296,16.0,[806.8976560308245 1640.3855024683417 1506.4221884076899 2162.9916173223523],[1043.6788330078125 2050.36279296875 1262.74072265625 2152.3115234375],0.7206745743751526,FJ14ZHY,0.4415101641224598
297,299.0,[2352.3349618737743 1295.1609010045488 2982.3338029290903 1848.1897668961872],[2594.621826171875 1622.2342529296875 2764.970703125 1703.4993896484375],0.5182049870491028,EY61NBG,0.5861898158317815
298,16.0,[802.1928520427898 1654.4236655474167 1507.5871107839423 2164.6838778493593],[1038.719482421875 2064.4423828125 1251.07666015625 2160.0],0.7160834670066833,FJ14ZHY,0.42498760554916337
298,299.0,[2352.7457891511326 1300.5327777727712 2981.3128336739023 1852.9189306500753],[2591.87744140625 1625.32763671875 2760.54833984375 1711.256103515625],0.5128188729286194,EY61NBG,0.20080357678391822
299,16.0,[797.4150623993196 1660.9659823014736 1505.378607247509 2165.1361614779407],[1031.8319091796875 2079.9111328125 1242.7283935546875 2160.0],0.6752858757972717,FJ14ZHY,0.4211427084051792
299,299.0,[2356.7265260591084 1306.9224628058962 2985.6252836998174 1858.4557571068456],[2588.650390625 1634.414794921875 2770.3994140625 1717.98193359375],0.6243505477905273,EY61NBG,0.7840749969339497
300,299.0,[2357.724462517866 1314.1297339256173 2986.600676906413 1867.3193249062676],[2598.083740234375 1618.791748046875 2772.850830078125 1725.376220703125],0.5858880281448364,EY61NBG,0.5636707150554221
301,299.0,[2359.087099568917 1319.2429528837467 2988.6976480852277 1875.2946869700093],[2600.66357421875 1621.126220703125 2772.66455078125 1730.05126953125],0.5525328516960144,EY61NBG,0.4601360260890356
302,299.0,[2360.9599040680714 1322.8536958980717 2992.4703297054402 1881.1004556250105],[2600.239013671875 1628.1500244140625 2771.16357421875 1742.1536865234375],0.5454807877540588,EY61NBG,0.5817069457561566
303,299.0,[2362.8818240197174 1326.1135767224253 2994.9175302955978 1889.5264134994297],[2601.413818359375 1665.5401611328125 2777.8291015625 1743.853271484375],0.5081186294555664,EY61NBC,0.5235166984004145
304,299.0,[2365.516892453931 1326.819215323506 2998.927709970205 1895.2610197290328],[2598.0263671875 1669.9793701171875 2779.13232421875 1747.4051513671875],0.5975090265274048,EY61NBG,0.7041192758890361
305,299.0,[2364.281564935728 1332.2151635432951 2998.129928905021 1905.1607048100477],[2601.751953125 1668.3160400390625 2781.8857421875 1753.7947998046875],0.6049476265907288,EY61NBG,0.5367031608236361
306,299.0,[2365.327860540161 1337.4837987046915 3000.511717637115 1914.8368930867334],[2602.81640625 1680.54052734375 2782.327880859375 1764.2479248046875],0.6179091930389404,EY61NBG,0.29089520598642427
307,299.0,[2365.276726077317 1342.212257563664 2999.2535344125918 1921.9174012903131],[2596.455078125 1686.668701171875 2780.501708984375 1762.9383544921875],0.5907061100006104,EY61NBG,0.531408800097709
308,299.0,[2366.197892056924 1350.1805485782593 3002.760761396334 1932.0978571813575],[2600.8291015625 1680.744140625 2787.700439453125 1782.0498046875],0.6563395261764526,EY61NBG,0.6313084344152375
309,299.0,[2371.3922305607666 1354.851675698756 3011.974139725874 1939.1193991651776],[2618.98193359375 1696.5810546875 2787.31396484375 1786.624267578125],0.5928615927696228,EY61NBG,0.43019649864089665
310,299.0,[2375.0560482952333 1360.8227759508434 3021.4833285482655 1944.9419571423743],[2610.40283203125 1696.9654541015625 2789.93798828125 1793.04638671875],0.5745712518692017,EY61NBG,0.5967992355260028
311,299.0,[2376.7083278308514 1366.972930521837 3026.1343199339776 1953.5980056361277],[2613.353759765625 1694.1009521484375 2790.140625 1795.2198486328125],0.6171248555183411,EV61NBG,0.62103467485456
312,299.0,[2377.6904568181267 1372.4064778513948 3031.488998135315 1960.4360474196374],[2627.28173828125 1660.077392578125 2775.29443359375 1797.030029296875],0.27227702736854553,EY61NBC,0.7751488984488724
314,299.0,[2377.2707005327748 1386.8462774246482 3036.830537064234 1978.872252728173],[2617.66552734375 1733.3514404296875 2803.576171875 1814.7930908203125],0.6139664649963379,EY61NBG,0.4425813377213509
315,299.0,[2379.3186403780255 1393.2220984683936 3041.1616048435944 1988.1076369988414],[2616.468017578125 1732.249267578125 2807.9013671875 1829.53515625],0.6762107610702515,EY61MBG,0.3866405592957942
316,299.0,[2380.280190309103 1395.9413094631136 3042.692046504523 1992.8152151257405],[2622.66357421875 1719.16552734375 2807.912109375 1831.2623291015625],0.624976396560669,EY61NBG,0.6339948998840269
317,299.0,[2380.919603815418 1402.405757354567 3049.4565454160042 1999.4674895202656],[2617.35888671875 1745.4169921875 2812.26171875 1844.9241943359375],0.624043881893158,EY61NBG,0.3144157709250639
318,299.0,[2382.843224801903 1410.1397301959869 3053.9664612029987 2006.8535756567708],[2622.36962890625 1762.904541015625 2817.378173828125 1844.755859375],0.5229364633560181,EY61NBG,0.6800563305869246
319,299.0,[2384.8615083776895 1414.1057403524462 3059.3991736233347 2010.9948493562313],[2622.876953125 1768.5560302734375 2819.19970703125 1854.5130615234375],0.6359374523162842,EY61NBG,0.6215302387261116
320,299.0,[2384.6512643868264 1421.7419969836262 3060.539841426461 2021.2595837826195],[2628.038818359375 1781.0152587890625 2815.925537109375 1861.9119873046875],0.6249256730079651,EY61NBG,0.25442598120080645
321,299.0,[2385.401201709257 1426.5056580553091 3063.252478171887 2029.5675502360364],[2630.36474609375 1776.448486328125 2819.82666015625 1861.93310546875],0.6331779360771179,EY61NBG,0.5654780424520298
322,299.0,[2387.43236581316 1429.0795708042606 3067.0412339034574 2035.7883958079888],[2632.41552734375 1783.137451171875 2826.7490234375 1877.3759765625],0.6773166656494141,EY61MBG,0.35279538188040144
323,299.0,[2390.335339715275 1431.8781823471927 3071.9231096985113 2042.4876369886533],[2641.20947265625 1778.2767333984375 2828.755859375 1885.2227783203125],0.516676664352417,EY61MBG,0.34582276893137737
325,299.0,[2391.341329923699 1442.9470463718158 3071.0656224293944 2057.9333077041397],[2651.760498046875 1808.370849609375 2832.60302734375 1893.758056640625],0.6026897430419922,EY61NBG,0.4150802930202412
326,299.0,[2392.151281946247 1452.2949628547137 3070.8810846818114 2068.8010582232223],[2644.35302734375 1810.8072509765625 2829.30126953125 1905.6492919921875],0.6464159488677979,EY61MBG,0.7604316007299825
327,299.0,[2395.351719062202 1460.7668548182442 3076.8851801603273 2079.010364821424],[2644.8759765625 1825.147705078125 2832.4736328125 1912.05322265625],0.6367608904838562,EY61NBC,0.4951722859769127
328,299.0,[2395.071435326578 1465.6606297272615 3077.9909756757284 2085.338644498665],[2641.787109375 1830.5068359375 2828.48291015625 1915.40771484375],0.6592926979064941,EY61NBG,0.46276549818674667
330,299.0,[2401.4107362843333 1478.866473942139 3093.701028382644 2101.1539683067294],[2648.810546875 1836.758544921875 2845.02392578125 1939.807861328125],0.586138904094696,EY61NBG,0.388170961593104
331,299.0,[2403.5722028801456 1484.9797838140723 3101.0011147138794 2108.913637469026],[2657.08203125 1840.1033935546875 2847.84033203125 1941.3790283203125],0.6108253002166748,EY61NBC,0.2432757641994919
332,299.0,[2403.8860360510075 1493.9206552713415 3105.8711768823473 2118.4917985868333],[2659.315185546875 1844.7301025390625 2847.04931640625 1957.02685546875],0.27967214584350586,EV61NBG,0.361887679915237
333,299.0,[2407.086399457585 1503.80087482734 3116.1201025930905 2127.4246574342837],[2650.6044921875 1870.9639892578125 2857.01025390625 1961.1573486328125],0.6657779812812805,EY61NBG,0.40265393975792935
334,299.0,[2406.997844554601 1510.3514516790258 3120.623794916718 2133.0779883444075],[2655.72119140625 1875.9635009765625 2859.16064453125 1968.8858642578125],0.6909803748130798,EY61MBG,0.4543680286860689
335,299.0,[2406.544590203343 1516.7858871547983 3123.247233081806 2139.508258804769],[2656.88671875 1880.3001708984375 2865.0927734375 1980.5115966796875],0.6651225686073303,EY61NBG,0.47805840718053194
336,299.0,[2407.554625554811 1521.0848532617088 3126.3989413135464 2144.5804975982755],[2666.622802734375 1896.5870361328125 2867.079345703125 1983.5126953125],0.5805894136428833,EY61MBG,0.5275441895585623
337,299.0,[2408.6990171721836 1523.6390197736878 3129.7774858285793 2147.153424120329],[2664.706787109375 1905.3782958984375 2863.503662109375 1988.3155517578125],0.6335253715515137,EY61MBG,0.2980961662967521
338,299.0,[2408.5845847672713 1526.029283188115 3126.523190020462 2149.1265844512222],[2670.1162109375 1909.0404052734375 2866.802734375 1999.4029541015625],0.6502243280410767,EY61NBG,0.8457361135827249
339,299.0,[2412.5054022977615 1528.8758295279088 3133.0960183304464 2148.8020207211416],[2669.39453125 1923.4610595703125 2877.437255859375 2006.9014892578125],0.6801209449768066,EY61MBG,0.5559844674184846
340,299.0,[2415.632407112883 1531.7655554110922 3140.161571339723 2148.620943192042],[2671.681396484375 1924.5732421875 2872.572998046875 2013.0673828125],0.6912952661514282,EY61NBG,0.9500790475566312
341,299.0,[2417.6306106017546 1539.0023644287653 3142.4856332602985 2149.604716964075],[2678.77978515625 1925.511474609375 2878.25048828125 2024.7216796875],0.6853873133659363,EY61NBG,0.6281398552798646
342,299.0,[2416.9117453675904 1547.9759481475003 3142.3033419097897 2150.4426461638336],[2682.45654296875 1944.831298828125 2888.66796875 2036.0079345703125],0.6433869004249573,EY61NBG,0.4395684119416155
343,299.0,[2420.8252321719947 1554.9652337614498 3147.973524117978 2150.003079435834],[2683.06689453125 1959.258544921875 2891.77490234375 2043.964599609375],0.6931625008583069,EY61NBG,0.5550482778473608
344,299.0,[2424.4869658460743 1562.3135180493614 3156.8331925462912 2151.1498703794573],[2680.50537109375 1965.4031982421875 2884.9931640625 2052.03466796875],0.6945279240608215,EY61NBG,0.3944810594081916
345,299.0,[2427.3891626846053 1567.8077931785442 3165.5285691115505 2151.943133610054],[2690.05615234375 1971.189697265625 2886.05078125 2063.45849609375],0.7146070599555969,EY61NBG,0.5405202763422688
346,299.0,[2430.115379179083 1573.4252685457354 3172.413264801273 2151.8412742698392],[2691.596923828125 1974.77001953125 2897.38330078125 2073.039306640625],0.7091725468635559,EY61NBC,0.8504279680173928
347,299.0,[2432.2698688402043 1581.8978898811488 3175.261792807458 2152.692307004842],[2690.98046875 1987.2469482421875 2907.5380859375 2088.11669921875],0.6835676431655884,EY61NBG,0.5941287146257637
348,299.0,[2432.2535267446647 1590.6335257033325 3174.162673724187 2153.229775154819],[2688.873291015625 2000.736328125 2906.579833984375 2096.807373046875],0.7188363671302795,EY61NBG,0.6985973673805526
349,299.0,[2434.8348713510445 1599.2873785576342 3181.8147339315797 2155.302967642283],[2691.2763671875 2010.3218994140625 2911.79052734375 2101.146484375],0.7096567749977112,EY61NBG,0.5188034770916381
351,299.0,[2439.6228295474502 1610.3330373592555 3195.950709399829 2154.95096021403],[2696.44189453125 2021.0126953125 2912.004638671875 2123.34765625],0.7339878678321838,EY61NBG,0.47852670947884174
352,299.0,[2441.3884798224503 1613.7001575138197 3203.3585098902536 2150.935481984663],[2694.873046875 2028.166259765625 2919.13916015625 2134.6494140625],0.6970612406730652,EY61NBG,0.6086481028718175
353,299.0,[2444.64492493855 1621.5157509818562 3207.438452762603 2152.850321961525],[2703.23095703125 2052.81982421875 2919.78125 2139.11328125],0.6856767535209656,EV61MBG,0.36206400335508293
354,299.0,[2446.2566954233826 1630.2278626909256 3214.6596898791686 2150.5529313177744],[2709.416015625 2059.02099609375 2926.27734375 2149.836181640625],0.6799151301383972,EY61NBG,0.8475701025233444
354,380.0,[947.0105077919941 1334.8010511561204 1537.4782517766 1836.3069813995596],[1135.02783203125 1677.62548828125 1293.998779296875 1752.002197265625],0.376557320356369,TV04HVE,0.18495108845496736
373,380.0,[865.321249192985 1430.227503812471 1515.2254464698372 1993.6194466997365],[1076.10009765625 1786.5955810546875 1265.187255859375 1872.9869384765625],0.5638998746871948,AV38RIF,0.0676256679214585
378,380.0,[832.1339783500434 1449.5653753982765 1492.113914495873 2019.4851671619867],[1052.714111328125 1827.4365234375 1244.26708984375 1909.8482666015625],0.5676398873329163,IV08HVF,0.32676064464305676
379,380.0,[828.292871463405 1455.2541606015877 1490.9869850874825 2027.5173731578036],[1046.8392333984375 1830.3603515625 1236.693603515625 1910.457275390625],0.609189510345459,IV08HVF,0.3189709999688043
393,380.0,[755.275912641466 1535.8612909212234 1443.774762635552 2149.1994779550882],[996.8186645507812 1933.4794921875 1188.04736328125 2021.45361328125],0.6635953187942505,AV08HVF,0.7967787539674385
400,515.0,[2273.1728973468216 882.9682649129375 2988.182580305074 1778.1460810082779],[2577.43359375 1559.564453125 2737.6123046875 1643.011474609375],0.3826184570789337,GC65USJ,0.3604831881277387
402,470.0,[2276.551677909701 911.4350931231079 3001.9526352971047 1797.4749326731535],[2564.345703125 1569.739990234375 2736.2919921875 1656.4150390625],0.42410212755203247,EC65USJ,0.9057005240856109
403,470.0,[2267.7838592877306 908.8425185316949 2995.224415365452 1787.8030280745036],[2569.5400390625 1577.315185546875 2735.955078125 1653.69287109375],0.2993549704551697,EC65USJ,0.4467413565836935
408,526.0,[2266.816442582297 910.670839199774 3011.0638640037823 1819.4054145669365],[2581.924072265625 1602.02490234375 2758.564453125 1691.19287109375],0.5717231631278992,BG65USJ,0.5606493024062373
410,380.0,[665.8162214036337 1639.2251961797085 1410.37807456345 2160.9511370456107],[905.384765625 2068.83740234375 1118.0950927734375 2160.0],0.7550479769706726,AV08HVF,0.5659797181883621
411,526.0,[2273.2618384582834 926.0973284948199 3007.562893590894 1847.0550043211429],[2577.10791015625 1619.667236328125 2750.93896484375 1706.943115234375],0.6275730133056641,BG65USJ,0.7563744713236156
412,526.0,[2277.1641435300867 926.6229275645451 3008.919550801055 1850.5133875278866],[2579.523193359375 1620.3116455078125 2757.37353515625 1708.6622314453125],0.6025826334953308,BG65USJ,0.659749286232074
412,380.0,[656.884981551068 1655.3358492720427 1405.973754940856 2161.27687058321],[907.4598999023438 2093.095458984375 1113.06787109375 2160.0],0.4211096167564392,AV08HVF,0.441867934045933
420,526.0,[2299.1057493692915 961.5484581291274 3025.6245218619397 1908.8369480966567],[2585.13525390625 1673.627685546875 2772.953125 1761.2119140625],0.6306336522102356,BG65USJ,0.41158565799025437
421,526.0,[2301.5197156751046 964.4420636192874 3027.4373359674155 1915.6586579372427],[2586.0341796875 1678.967529296875 2769.107421875 1766.0751953125],0.6288139224052429,BG65USJ,0.525060754792931
422,526.0,[2298.065897836498 969.555636671287 3029.222979493825 1928.4433315253798],[2585.769287109375 1681.664794921875 2765.3759765625 1767.32958984375],0.6404570937156677,BG65USJ,0.8316218645895427
424,526.0,[2285.680425702373 974.6151970298249 3033.3754967950454 1943.751024679267],[2581.899169921875 1694.935302734375 2768.004638671875 1787.14208984375],0.6501326560974121,BG65USJ,0.40560629891854955
428,331.0,[972.5042494423469 1288.185864150291 1496.0755117662484 1666.0178788593778],[1142.4404296875 1544.9337158203125 1292.171630859375 1624.5919189453125],0.25258392095565796,NA54KGJ,0.1737653973251431
432,526.0,[2309.3054193881776 1003.605698470116 3088.286532307386 1999.3750043331343],[2591.024658203125 1749.52880859375 2784.53564453125 1836.979248046875],0.6503664255142212,BG65USJ,0.6108528633891425
433,556.0,[2311.4344263945122 993.4999282865641 3103.341713049139 2000.4694666641954],[2590.1298828125 1754.6531982421875 2781.43994140625 1839.7716064453125],0.6068245768547058,BG65USJ,0.5851684914222284
437,556.0,[2300.046036808797 1006.5060802850026 3102.2833414409433 2012.597746025027],[2592.325439453125 1787.770751953125 2784.255859375 1878.156005859375],0.6423312425613403,BC65USJ,0.6358039716862882
438,556.0,[2292.554480825965 1012.1491791792783 3102.784790693378 2027.193058141674],[2592.6259765625 1788.7470703125 2786.591796875 1882.417236328125],0.6743136048316956,BG65USJ,0.4802804700315466
440,556.0,[2303.4819969921705 1024.6892700730532 3108.120646798998 2049.515707548545],[2588.95654296875 1801.158447265625 2783.37109375 1890.50048828125],0.6436861753463745,BG65USJ,0.7477281633548334
441,556.0,[2303.1078537670664 1029.5737282509695 3113.9061312498707 2059.915386903622],[2592.01220703125 1811.3499755859375 2788.19921875 1904.1536865234375],0.666445255279541,BC65USJ,0.6686892879852501
443,331.0,[930.8487139885692 1339.5239386563471 1469.8984283258064 1736.0010804270883],[1103.08056640625 1601.647705078125 1276.3468017578125 1700.403076171875],0.36819446086883545,NA54KGJ,0.32357374811700484
449,556.0,[2300.871408963871 1054.0648761434618 3138.1978695103703 2117.8974185685497],[2594.475341796875 1865.8916015625 2791.3525390625 1962.9140625],0.6903789043426514,BG65USJ,0.9390577011486433
450,556.0,[2303.0204309286396 1062.0680669158146 3140.193209374144 2127.4576238380832],[2592.153076171875 1882.3150634765625 2792.710693359375 1973.417724609375],0.6974437236785889,BC65USJ,0.5777101171858531
452,556.0,[2287.2894777042616 1068.1613080985605 3126.531518269235 2138.0340133983655],[2592.1884765625 1895.061279296875 2795.14404296875 1986.29638671875],0.6806506514549255,BC65USJ,0.5199843940122455
453,556.0,[2287.0132404214246 1073.9360913161204 3130.9663204416747 2144.813574652477],[2590.374755859375 1904.950927734375 2798.268310546875 1999.94677734375],0.6827836036682129,BG65USJ,0.49296394243848174
464,598.0,[2263.8628920276064 1146.2039644490483 3147.927726147736 2140.0815029261184],[2589.254150390625 1992.437255859375 2811.554443359375 2091.172119140625],0.7006040215492249,GL65USJ,0.5790015790119262
465,345.0,[1130.6487640002265 1072.0526162026936 1675.3592056418906 1585.6846724260363],[1305.3306884765625 1388.38525390625 1475.548828125 1473.1153564453125],0.5754454135894775,AK64DME,0.2885246079303216
467,345.0,[1124.434516109293 1075.56259107785 1671.7229136801545 1589.3174482709705],[1305.10205078125 1395.310302734375 1473.276611328125 1478.3323974609375],0.48969703912734985,AK64OMY,0.14992870598937957
468,345.0,[1119.760847374336 1077.7581268360814 1673.6742597378568 1593.0332201248725],[1310.3807373046875 1393.7003173828125 1467.73828125 1486.2388916015625],0.6037110090255737,AK64OMY,0.309234204466555
469,345.0,[1116.383736595395 1078.4975058572163 1674.4423280499987 1595.1863735218108],[1304.341552734375 1394.609130859375 1465.381591796875 1484.9432373046875],0.6071515083312988,AK54OMV,0.34527585067824335
470,345.0,[1108.1273230978675 1082.3686805576044 1670.500052780126 1599.132877009144],[1303.0986328125 1403.293701171875 1452.7314453125 1483.391357421875],0.4965084195137024,AK64DMY,0.3458309450061868
471,345.0,[1096.4616757483498 1086.6409595269145 1660.7144525323217 1604.4044231077248],[1294.9228515625 1400.69921875 1458.1981201171875 1493.733154296875],0.6222172379493713,LK64DMV,0.18834390218217167
472,345.0,[1094.5027878647504 1090.4030965417896 1657.334524030987 1608.7282884932015],[1304.34814453125 1405.45654296875 1460.212890625 1499.26611328125],0.39827272295951843,IK64DMV,0.31371935297319953
474,345.0,[1093.106396066064 1095.8101017129325 1655.502160922013 1616.0621776129506],[1299.49169921875 1420.18017578125 1454.967529296875 1507.1552734375],0.5421656966209412,AK64OMV,0.19285852191421105
475,345.0,[1092.751719405001 1096.9655342150484 1654.0600479385444 1618.329235064892],[1291.329833984375 1415.360595703125 1449.70654296875 1507.59375],0.5329170227050781,AK64OMV,0.4526732219360854
478,345.0,[1095.6423472307924 1112.6092753377625 1653.7562922931334 1635.0840767047812],[1288.26806640625 1432.01025390625 1444.0205078125 1510.2322998046875],0.4864315688610077,AK64DMV,0.5098072846347136
479,345.0,[1093.8971576657148 1116.824176670809 1652.907522388765 1641.6426270169306],[1292.024169921875 1434.63232421875 1443.703369140625 1516.624267578125],0.5707042813301086,AK64DMV,0.3228101848238552
482,345.0,[1083.3547617932677 1120.621587866466 1649.4817510726275 1649.3818969932024],[1283.3609619140625 1443.871337890625 1440.009521484375 1524.0780029296875],0.5719289183616638,AK64DMV,0.3511678001342457
483,345.0,[1082.6258446661313 1124.6441900171155 1650.7674398878416 1653.3262497895232],[1275.4228515625 1442.084716796875 1441.175048828125 1529.825439453125],0.6046807169914246,AN64DMV,0.3544913610055729
484,345.0,[1081.322100577025 1128.2331915303457 1651.9755767115287 1656.8029397133487],[1258.0963134765625 1441.8751220703125 1430.991455078125 1529.29833984375],0.6157780885696411,AN64DMV,0.5607796860489724
485,345.0,[1078.4573423637967 1129.7837376911057 1651.2975483485648 1660.3473974773333],[1256.134033203125 1447.0399169921875 1429.7469482421875 1532.6748046875],0.6019155979156494,AK66JMV,0.35997886282305747
486,345.0,[1073.18333245474 1135.2924740731141 1649.1165674801384 1665.6350390224802],[1246.763916015625 1448.5145263671875 1435.88720703125 1544.1708984375],0.5724424719810486,AK64DMV,0.6555404176740532
487,345.0,[1071.7074477925728 1138.9099706732206 1650.0505923067992 1668.0296216867748],[1247.147705078125 1449.642822265625 1431.84619140625 1546.3736572265625],0.6262237429618835,AK64DMV,0.6630044994101532
491,345.0,[1061.6224372833328 1151.221726376315 1645.4516640609315 1682.048129209782],[1240.072021484375 1473.7540283203125 1426.302490234375 1559.2496337890625],0.5439406633377075,AM64DMV,0.26533014633098123
493,331.0,[822.7474954994282 1561.2400026633522 1426.2794951013498 2016.1868047100515],[1010.7998657226562 1870.5897216796875 1203.319580078125 1963.5714111328125],0.5517774820327759,NO54KGJ,0.04303524980994115
493,345.0,[1054.1360242034539 1158.6132712964118 1631.528470103764 1690.5282628204855],[1240.82763671875 1477.959228515625 1425.482177734375 1560.744140625],0.537198543548584,AK64DMV,0.5433994953215218
494,345.0,[1051.6148002304353 1160.604874108055 1627.6143302812739 1692.7463502503697],[1239.418212890625 1480.8863525390625 1423.6351318359375 1563.3563232421875],0.48616501688957214,AN64DMV,0.6344436680158967
495,345.0,[1052.505737541528 1164.1661758750017 1629.7694930520606 1697.4603740757636],[1235.342041015625 1486.983154296875 1418.911865234375 1573.128173828125],0.5346782207489014,AK64DMV,0.5977842314638535
496,345.0,[1048.8667823269463 1165.073737624486 1626.9368945422864 1700.0378553467058],[1244.3509521484375 1487.12060546875 1419.7764892578125 1573.867431640625],0.5201852321624756,AK64DMV,0.4411665773091459
496,331.0,[814.4354752499271 1574.721944013977 1422.4990785144137 2036.8510649368213],[1000.5333251953125 1885.2081298828125 1205.723876953125 1995.8675537109375],0.4861697256565094,NO54KGJ,0.07966083093012936
497,345.0,[1046.2221343312642 1166.036780631946 1626.4535922689845 1702.880051091503],[1238.9234619140625 1489.8416748046875 1412.068359375 1580.9945068359375],0.5660651922225952,AK64DMV,0.8868715439969908
500,345.0,[1031.2508549722993 1168.853777783171 1621.4927149138862 1712.0405842749135],[1209.3314208984375 1495.0118408203125 1408.0048828125 1595.12548828125],0.6354179978370667,AK64DMV,0.6221297254112406
501,345.0,[1025.9014590100624 1173.7625869601013 1619.365735600245 1718.8262322767193],[1218.208251953125 1506.1673583984375 1408.250732421875 1601.1148681640625],0.6285361647605896,AK64DMV,0.5251447911412435
501,331.0,[801.2431853422804 1598.083015385918 1419.4563866071371 2068.0639807777457],[999.0684814453125 1918.9881591796875 1201.469970703125 2026.4029541015625],0.44290849566459656,NA55KQJ,0.05531242554974666
502,345.0,[1024.3332101893548 1175.1473712832264 1619.4592520158376 1721.5840046385013],[1219.774169921875 1511.0625 1407.11669921875 1605.28564453125],0.5952660441398621,AK64DMV,0.49454369857179453
503,345.0,[1023.1923187144835 1178.1432984985436 1618.0153221485084 1726.0540728261044],[1216.6845703125 1515.5687255859375 1402.326904296875 1606.7867431640625],0.5809646248817444,AK64DMV,0.5957964377337813
503,331.0,[796.162941365862 1612.211915033441 1417.6658244698078 2085.693195673601],[985.4359130859375 1934.9111328125 1197.2369384765625 2048.076904296875],0.4354028105735779,NA54KGJ,0.21819895478600743
