frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
714,367.0,[2280.963375982171 1125.1473146886237 2750.82142888248 1565.4134762858826],[2444.082275390625 1406.1142578125 2597.01123046875 1486.306884765625],0.5997857451438904,GJ06EPD,0.3535372707146935
715,367.0,[2280.6602552024533 1127.2286550987142 2751.6100125544017 1569.039736259264],[2440.43798828125 1406.927978515625 2595.81640625 1488.465576171875],0.6056541800498962,GJ06EPD,0.3192825349950057
716,367.0,[2281.571179496803 1128.0999746640332 2752.014673214818 1571.5916836722558],[2443.689697265625 1408.0396728515625 2592.6767578125 1484.5224609375],0.5823199152946472,GJ06EPD,0.36374731774625924
717,367.0,[2282.726720723064 1125.0295417335076 2754.3318093560306 1574.3270018342293],[2449.376220703125 1411.28466796875 2598.03857421875 1492.8006591796875],0.5578906536102295,GJ06EPD,0.4492941453883434
718,367.0,[2283.9955286542036 1119.1628223647294 2756.850719365063 1575.1784951631084],[2449.855224609375 1411.4044189453125 2594.2333984375 1494.61767578125],0.5306473970413208,OJ06EPD,0.2867425557392629
720,367.0,[2284.5779599453617 1127.9753632401132 2761.3260079761467 1586.311167814856],[2448.72412109375 1421.423828125 2612.85888671875 1509.36572265625],0.5852291584014893,GJ06EPO,0.4474237149886077
722,367.0,[2286.6145610635003 1143.8355456124261 2764.85204965519 1599.1444963620295],[2448.67626953125 1434.255126953125 2613.293701171875 1510.696044921875],0.5852596759796143,GJ06EPO,0.2742320337968051
724,367.0,[2287.779746798414 1153.4923107752807 2769.8434843434966 1606.7663459685218],[2451.53271484375 1443.27099609375 2606.123046875 1515.3211669921875],0.5030026435852051,GJ06EPD,0.7670864217989875
726,367.0,[2290.3804079169795 1164.7079554415413 2776.03259740503 1616.52764664918],[2463.008544921875 1441.53125 2610.45654296875 1527.1204833984375],0.5483839511871338,GJ06EPD,0.3727208602727434
729,657.0,[875.7770510551867 1440.821165025326 1541.7566737260177 2002.4021100617542],[1099.918212890625 1864.9749755859375 1288.859619140625 1949.1339111328125],0.5964351892471313,KH06KSU,0.23858573872393724
729,367.0,[2292.677131651852 1178.9296722538547 2778.758606132478 1626.2571617304216],[2455.215087890625 1452.813720703125 2618.832275390625 1538.797119140625],0.565321683883667,GJ06EPO,0.11376947364006719
730,367.0,[2292.3778052121806 1181.391698394471 2778.644883599838 1629.6721516339053],[2460.980712890625 1456.631591796875 2620.9306640625 1540.25048828125],0.523758590221405,GJ06EPD,0.246945229433252
731,367.0,[2294.695216065482 1183.7742635936472 2781.6877121681528 1633.3199645951315],[2469.68896484375 1465.8526611328125 2623.849609375 1547.7154541015625],0.4675421118736267,GJ06EPD,0.6877510545584667
732,367.0,[2295.4918806410437 1185.2687312678302 2782.414468055856 1636.5303177269504],[2470.81640625 1473.212646484375 2620.1572265625 1553.06787109375],0.4050138592720032,GJ06EPD,0.5550565027413572
733,367.0,[2297.1273700463626 1185.3888665127029 2784.196535091294 1639.629725724672],[2468.723876953125 1468.4013671875 2630.5283203125 1555.962646484375],0.4702547788619995,GJ06EPD,0.26555491322136615
734,657.0,[858.9566338579107 1464.9932418670878 1535.2452090836719 2038.67922806131],[1098.697509765625 1894.435791015625 1288.0888671875 1991.04833984375],0.5939476490020752,KH06RSU,0.5503787219738573
734,367.0,[2296.72328284288 1185.6322323556697 2784.4802794998436 1643.8250760241804],[2460.1162109375 1478.91064453125 2627.57275390625 1556.5111083984375],0.46212267875671387,GJ06EPO,0.4333388302459621
735,367.0,[2296.6570418400083 1184.9981240438126 2785.430014101294 1647.680494041146],[2466.69580078125 1482.9130859375 2625.748046875 1560.7451171875],0.5064867734909058,GJ06EPD,0.4367095379712645
737,367.0,[2298.632015054444 1188.1790925746047 2789.6860855971686 1656.9715976721707],[2481.0244140625 1491.123046875 2639.483154296875 1567.1044921875],0.5104819536209106,OJ06EPD,0.2010244507995589
739,657.0,[852.0200026811433 1491.2185176305957 1534.7836416818861 2073.9848212543598],[1076.53515625 1926.47021484375 1280.9140625 2018.137939453125],0.6740588545799255,KH06KSU,0.5224054141137083
740,657.0,[851.3894454445721 1498.1867011844174 1536.387241984144 2082.357175857215],[1063.3516845703125 1929.7825927734375 1273.518798828125 2025.3599853515625],0.6437876224517822,KH06KSU,0.4319485975626556
741,367.0,[2303.6973723791707 1197.6268509008435 2803.1903153301882 1675.232602123039],[2474.5546875 1503.872314453125 2638.36474609375 1585.79736328125],0.5778834223747253,IJ06EPD,0.5913880593465385
742,367.0,[2300.938419309088 1201.0058701272374 2802.914098891737 1679.4639398877907],[2475.14404296875 1504.961181640625 2630.66357421875 1586.002685546875],0.5815929174423218,IJ06EPD,0.23953673041309606
743,367.0,[2302.1991335799917 1204.6249716162583 2807.0288444479006 1683.9049186006232],[2472.812744140625 1514.0804443359375 2637.9130859375 1600.0850830078125],0.5803269743919373,GJ06EPD,0.20020814544645937
744,367.0,[2303.1968806083833 1208.6369799210395 2810.7405196103427 1689.011362508383],[2472.186767578125 1519.2117919921875 2637.61376953125 1604.1961669921875],0.5787095427513123,GJ06EPD,0.5085286947606277
746,784.0,[1058.923976690598 1140.2477449135695 1588.677573777195 1584.7774182014005],[1233.9605712890625 1415.523193359375 1401.841064453125 1514.69091796875],0.47366461157798767,LN15ZZC,0.16351343039903116
747,367.0,[2299.0372187215703 1226.4719308632598 2814.3252258716234 1704.347154229154],[2471.49609375 1530.488525390625 2646.775634765625 1610.335693359375],0.5490744709968567,GJ06EPD,0.6334077787528072
747,784.0,[1055.9652213197085 1141.6509105915723 1587.118937926067 1590.5337953542428],[1238.84326171875 1420.673583984375 1398.912353515625 1514.865966796875],0.4143505096435547,LM15ZZC,0.42032278811929696
748,657.0,[821.5038691349985 1536.3000284135724 1530.9865791340142 2128.422370306687],[1054.9039306640625 1980.6888427734375 1255.534423828125 2079.22314453125],0.6031376719474792,KH06KSU,0.33655934891211087
748,367.0,[2298.00467280477 1224.8761641452804 2816.432657156257 1705.5200050562378],[2476.741455078125 1530.778564453125 2641.29150390625 1611.810791015625],0.5685213208198547,GJ06EPD,0.12840239988918578
751,784.0,[1051.9403546379692 1153.065605428266 1585.7184452567492 1609.7169957686008],[1244.195068359375 1439.8946533203125 1397.3404541015625 1524.638671875],0.32300981879234314,LW15ZZC,0.129341441848797
752,657.0,[802.4014309564297 1557.0834368036765 1516.6108823883508 2149.7242826245647],[1044.189208984375 2010.1871337890625 1260.7421875 2105.59619140625],0.6648998856544495,KK06KSU,0.32143232201702937
752,367.0,[2302.1827379031665 1235.6231962874056 2829.113736347188 1721.1240363068648],[2477.9658203125 1548.305908203125 2645.88623046875 1631.18017578125],0.6360434889793396,GJ06EPD,0.4697837079262869
752,784.0,[1051.3633617413202 1155.8093321659987 1584.7763901736935 1610.0751903666403],[1231.3480224609375 1441.8099365234375 1395.5050048828125 1534.146240234375],0.4002193212509155,LW15ZZC,0.11906986056258949
753,657.0,[800.9063585403851 1561.358729094352 1515.2249155911759 2152.7074793613565],[1039.389892578125 2019.099609375 1252.814453125 2121.916259765625],0.683430016040802,KH06KSU,0.44702742206383034
753,367.0,[2302.913167421143 1241.6249500795248 2831.754503948111 1727.9602509995743],[2483.341064453125 1550.7373046875 2648.544677734375 1635.695556640625],0.5630638003349304,GJ06EPO,0.48410635470209723
754,657.0,[797.8707300403594 1563.3732474284027 1509.305156338593 2153.030910460766],[1045.5235595703125 2017.2158203125 1249.3192138671875 2116.7548828125],0.675849437713623,XH06KSU,0.1688531501696838
754,367.0,[2301.452049390236 1247.3837563631103 2831.5173531667765 1732.9051262199034],[2483.7822265625 1551.4859619140625 2647.4736328125 1638.0633544921875],0.616782546043396,GJ06EPD,0.2449001462103713
755,367.0,[2301.166460112893 1251.0753016450305 2832.458336409416 1737.9463387917738],[2485.471923828125 1561.4205322265625 2658.268310546875 1646.6612548828125],0.5475753545761108,GJ06EPD,0.40679061890323925
756,657.0,[799.1089461600625 1573.63784583726 1515.5368408219163 2157.534150421961],[1028.4957275390625 2041.6080322265625 1244.7308349609375 2146.0302734375],0.691233217716217,KH06KSU,0.14016096745295029
756,367.0,[2302.02711738923 1255.8084623065886 2832.1868478062393 1742.5172902495294],[2490.20556640625 1567.1810302734375 2663.92626953125 1651.6468505859375],0.5803385376930237,GJ06EPD,0.2527050647326673
758,657.0,[792.0272054336024 1584.9053567277783 1516.7721041646264 2158.5410709529583],[1031.0660400390625 2054.544677734375 1247.40869140625 2154.552734375],0.6857103109359741,KH06KSU,0.42199580735122916
758,367.0,[2303.2197831013264 1266.0204679179667 2833.39641017946 1752.6348742229359],[2491.408203125 1578.4140625 2654.75732421875 1655.510498046875],0.5266057252883911,GJ06EPD,0.4305254809590696
759,367.0,[2302.4705318050123 1271.5360203014081 2833.2757321120193 1758.0652686687397],[2493.035888671875 1588.150146484375 2649.91845703125 1659.001220703125],0.5445622801780701,GJ06EPD,0.46132289033734447
760,367.0,[2301.8965439320327 1276.1094088042141 2833.989306698394 1762.223292016778],[2500.16015625 1589.5400390625 2657.85205078125 1662.97119140625],0.5452367663383484,GJ06EPD,0.5696753407608544
764,367.0,[2307.1030457258676 1283.4807361758324 2844.382157711646 1774.6181387277509],[2493.4248046875 1596.5087890625 2664.76318359375 1681.62646484375],0.6075978875160217,GJ06EPD,0.2942482397858925
765,367.0,[2305.875882794629 1288.250079674603 2845.6573534739323 1781.354134756948],[2493.819580078125 1601.9630126953125 2667.03515625 1692.8759765625],0.6291280388832092,GJ06EPD,0.8008042337991761
765,784.0,[1016.1973106146362 1196.0409171593715 1574.780944703427 1670.0918794737668],[1193.444580078125 1496.37451171875 1371.47509765625 1579.154296875],0.5636800527572632,LA15ZZC,0.2914106295619436
766,367.0,[2304.3213309852295 1291.2439436297127 2846.4948908868905 1786.040272733137],[2495.19482421875 1607.7919921875 2669.2216796875 1696.1612548828125],0.6187012195587158,GJ06EPD,0.5546809147931481
767,367.0,[2301.4935888106183 1293.9145804283758 2846.783649092683 1791.699852602705],[2495.7685546875 1609.040283203125 2673.30078125 1698.501953125],0.6202234029769897,GJ06EPO,0.31089862041878097
768,367.0,[2302.6311421163573 1295.0964463996988 2850.0194291435964 1795.9984043968466],[2492.656982421875 1618.94384765625 2671.264404296875 1698.841552734375],0.5056180953979492,GJ05EPD,0.2542886054369862
769,367.0,[2302.7003484885117 1296.2771375185082 2852.5493766901527 1799.6385465988653],[2491.358154296875 1625.002197265625 2671.31640625 1704.163818359375],0.5767014622688293,GJ06EPD,0.4418920940113317
770,367.0,[2302.1884105793206 1300.037290270739 2855.1762414662508 1805.2231962772953],[2500.67236328125 1630.87744140625 2665.644775390625 1709.97119140625],0.6222322583198547,GJ05EPD,0.5010584722224917
771,367.0,[2299.5178411770794 1307.937613940835 2854.932582487025 1813.058097575578],[2499.56494140625 1635.727294921875 2671.37451171875 1719.572021484375],0.6333686709403992,GJ06EPD,0.5520961951453669
772,367.0,[2298.0416871585257 1311.6962170637664 2855.0618893645924 1817.944811716395],[2502.134521484375 1633.269287109375 2675.657470703125 1722.990234375],0.6668286919593811,TJ06EPD,0.21162960937898884
773,784.0,[994.8361617453428 1220.0866883805986 1566.9659016559121 1703.376911165032],[1190.681396484375 1527.5240478515625 1351.4139404296875 1613.3594970703125],0.6108666062355042,LM15ZZC,0.16364477606241912
774,784.0,[993.6807966839239 1227.3387189692744 1569.3328511339541 1710.5932443315846],[1193.328857421875 1537.554931640625 1351.101318359375 1621.793701171875],0.6226052045822144,LM15ZZC,0.2600287438349686
775,367.0,[2302.723191725065 1327.2944011135203 2864.213123677668 1836.255413778272],[2501.81982421875 1647.0933837890625 2678.6689453125 1734.0047607421875],0.6394615173339844,GJ06EPD,0.4887272618328279
775,784.0,[991.2770390205127 1231.5155201403247 1569.4257149890982 1715.158402410061],[1190.4700927734375 1536.6533203125 1352.18994140625 1625.11083984375],0.6192554831504822,LM15ZZC,0.15338974287345725
776,784.0,[987.4868858810369 1233.0171314520194 1567.7503008218991 1718.9951965285031],[1174.4986572265625 1538.475341796875 1349.447998046875 1628.526611328125],0.6597295999526978,LU15ZZC,0.24323343217997367
776,367.0,[2303.1219215380524 1329.5024603915037 2865.484302298749 1840.7548564782949],[2507.2509765625 1658.544189453125 2685.51904296875 1744.10498046875],0.5775828957557678,TJ06EPD,0.67106322523972
777,784.0,[981.911582044727 1237.6528766585393 1565.3114328232532 1727.9065637664735],[1178.8638916015625 1547.307861328125 1349.1151123046875 1632.651123046875],0.6253757476806641,LW15ZZC,0.3228546064020168
778,784.0,[978.2048897274695 1239.9689380132386 1564.5107793655052 1734.0315251123793],[1173.5098876953125 1548.76904296875 1345.3980712890625 1633.54833984375],0.6197016835212708,LM15ZZC,0.08187357692358306
778,367.0,[2302.4420169445893 1333.034926496013 2867.07828183934 1849.9001435252683],[2509.188720703125 1671.4010009765625 2684.581787109375 1747.9288330078125],0.553655207157135,GJ06EPD,0.5270073295069136
779,367.0,[2304.989815715231 1340.0578458740863 2869.7001772688436 1857.2722606214759],[2510.250732421875 1676.526123046875 2686.29345703125 1753.789306640625],0.6244022250175476,GJ06EPD,0.2813624514899099
780,367.0,[2305.5613679529934 1346.4669469711191 2871.909120464861 1864.452274168336],[2513.82861328125 1684.4366455078125 2686.478759765625 1764.2838134765625],0.6567707061767578,GJ06EPO,0.5136016707105657
781,367.0,[2302.6789187410045 1349.2501465440796 2872.150213940234 1868.9057107582207],[2512.8447265625 1683.944091796875 2686.9677734375 1769.625],0.665081799030304,GJ06EPD,0.26067500708588437
782,784.0,[967.4833645726178 1250.804909403949 1556.2667308051584 1754.452874158793],[1153.53271484375 1575.95068359375 1340.56005859375 1656.28125],0.584827721118927,LN15ZZC,0.4405043876770648
784,367.0,[2301.7270140492965 1365.8521463946263 2880.2950438222833 1887.7641051508804],[2503.5732421875 1695.1585693359375 2685.99853515625 1783.2930908203125],0.6621934175491333,GJ06EPD,0.5781970073992068
785,367.0,[2301.2761742912635 1369.6179819279944 2881.998496723184 1894.1254286543547],[2507.955078125 1706.26171875 2685.3818359375 1797.6375732421875],0.6348431706428528,OJ06EPD,0.12776618720786204
787,784.0,[946.2876491449624 1267.9849306385745 1537.077576964985 1778.3286509649542],[1148.790283203125 1593.2779541015625 1328.345458984375 1681.7559814453125],0.6295735239982605,LL15ZZC,0.10185829414299184
787,367.0,[2298.5474192022284 1375.2337454855276 2878.190565256279 1901.399068395225],[2507.98779296875 1716.2186279296875 2689.9091796875 1801.9420166015625],0.5967521667480469,GJ05EPD,0.30418813858811633
788,367.0,[2298.4622382034154 1381.0465642878194 2878.225479800259 1908.2972991894699],[2513.47607421875 1725.94873046875 2693.8076171875 1804.395751953125],0.6285975575447083,GJ06EPD,0.26664824780601265
789,367.0,[2298.67900335607 1389.3666831828268 2879.473368205233 1918.0172421050593],[2513.2861328125 1730.8472900390625 2694.806640625 1817.4862060546875],0.6677977442741394,GJ06EPD,0.41998864841350114
789,784.0,[942.7669799524433 1274.8831822970353 1533.4470695389064 1787.9276494126736],[1150.83349609375 1605.1051025390625 1324.303955078125 1696.6065673828125],0.5962403416633606,LU15ZZC,0.2536510565392686
793,784.0,[930.7527000737905 1287.6492873828688 1528.2049619122645 1808.5950329833504],[1143.8660888671875 1626.3134765625 1316.559326171875 1712.6517333984375],0.65561443567276,LH15ZZC,0.2548898937635597
794,784.0,[925.492323213974 1293.2279676606881 1526.4062683121592 1815.209435389996],[1135.8248291015625 1633.750244140625 1305.6156005859375 1716.907958984375],0.6312602758407593,LN15ZZC,0.48525836601108085
795,784.0,[920.3213807044821 1297.9714698057694 1523.5643032393773 1821.667113325144],[1128.387939453125 1635.837646484375 1303.66650390625 1725.3916015625],0.6785222887992859,LN15ZZC,0.1451713825954299
796,784.0,[916.8702390496746 1299.4965193476262 1520.6948275112054 1825.7922111515884],[1127.1812744140625 1639.8966064453125 1299.6373291015625 1726.7003173828125],0.6556146740913391,LN15ZZC,0.5953722944149252
797,784.0,[913.230287968316 1305.4823568884285 1519.3377016805384 1835.0180720558992],[1128.338134765625 1645.5933837890625 1300.6201171875 1733.1976318359375],0.6535442471504211,LM15ZZC,0.6610870504543398
800,784.0,[902.5146422238311 1319.6940758939481 1514.2921287622924 1856.572279496409],[1109.7835693359375 1662.99169921875 1295.6978759765625 1754.7974853515625],0.6035047173500061,LA15ZZC,0.1737019839416512
801,784.0,[897.8106254107054 1323.395330409488 1511.9845581597885 1862.9398015010179],[1109.679443359375 1676.8095703125 1292.9775390625 1759.3447265625],0.6127354502677917,LH15ZZC,0.24881407930668714
803,367.0,[2306.4100631787474 1459.5894252836747 2909.159036155071 2005.20858654848],[2523.522705078125 1806.689208984375 2710.682861328125 1895.813232421875],0.5351385474205017,GJ06EPD,0.5237513863815106
804,367.0,[2308.259155134212 1466.1750027995233 2912.069710353312 2013.1815209787221],[2513.95703125 1815.588134765625 2711.875 1904.436767578125],0.6230559349060059,GJ06EPD,0.800773923583619
805,784.0,[880.164910042314 1333.4118079706132 1507.3096671879528 1883.711722860729],[1103.4569091796875 1687.1048583984375 1278.5445556640625 1776.1988525390625],0.6479762196540833,LM15ZZC,0.20686393309269221
805,367.0,[2307.444923092951 1469.6271311889247 2914.377768442632 2019.1043922485244],[2520.849609375 1821.7239990234375 2714.37451171875 1910.5894775390625],0.639659583568573,GJ06EPD,0.4024765207988415
806,367.0,[2308.737589626653 1472.6976643180942 2921.7099775072556 2025.262914425517],[2518.8154296875 1826.17822265625 2703.9365234375 1915.0078125],0.6735104918479919,GJ06EPD,0.42248777674123866
806,784.0,[874.7320158465864 1338.8890294712 1504.559265681824 1891.5502062353348],[1092.215576171875 1693.067138671875 1280.612548828125 1783.00341796875],0.6671773195266724,LM15ZZC,0.41004820024909566
808,784.0,[873.8475093258885 1352.8516235223146 1505.5304697595075 1902.7443433868211],[1094.2891845703125 1704.0087890625 1275.934326171875 1796.34228515625],0.63239985704422,LN15ZZC,0.4797261971310949
809,367.0,[2301.353734857857 1485.6847755384633 2923.0530188307807 2048.7477249606754],[2517.6279296875 1841.0987548828125 2720.92041015625 1939.5985107421875],0.654454231262207,GJ06EPD,0.7165921057561957
809,784.0,[868.554479611444 1359.4980369996442 1502.6887571430448 1907.414511814723],[1089.5194091796875 1704.2427978515625 1277.037841796875 1799.5037841796875],0.6337219476699829,LM15ZZC,0.2589102870986377
810,784.0,[864.8051715509037 1367.3958978354624 1500.585342001786 1914.427449898021],[1080.56787109375 1721.7572021484375 1269.661376953125 1806.5672607421875],0.640929102897644,LU15ZZC,0.40891157899047736
810,367.0,[2299.888086033872 1490.555305045976 2925.3326122123785 2056.134477349827],[2517.92919921875 1848.559814453125 2721.740478515625 1943.236572265625],0.6329136490821838,GJ06EPD,0.6523479811689677
811,784.0,[861.4673738261608 1370.7274137717206 1500.083293719486 1918.013227882859],[1081.099609375 1721.341552734375 1268.08544921875 1808.514404296875],0.6485169529914856,LM15ZZC,0.4006899569471611
811,367.0,[2300.13802892313 1496.413799891961 2926.689132574352 2062.58350442761],[2520.7607421875 1858.33740234375 2722.68701171875 1948.54541015625],0.6238637566566467,GJ06EPD,0.5822275318040536
812,367.0,[2301.1680058000184 1503.121526161945 2929.2014816989295 2070.0715466872625],[2522.02490234375 1867.0675048828125 2720.30029296875 1958.0782470703125],0.6720585227012634,GJ06EPD,0.48220921491207147
813,784.0,[853.2643447801652 1378.536609000573 1496.3210770045953 1929.6914298154545],[1078.374755859375 1731.7899169921875 1254.6873779296875 1819.2344970703125],0.6658079028129578,LM15ZZC,0.905028538210997
813,367.0,[2301.689307189712 1510.6390163362305 2931.702574739177 2077.5389213263375],[2532.02978515625 1874.9677734375 2714.922607421875 1960.74169921875],0.6324783563613892,GJ06EPD,0.5126482658453692
814,367.0,[2298.883010340729 1514.720461838747 2930.5544086952486 2082.2686423469386],[2526.678955078125 1877.8831787109375 2711.427978515625 1967.3587646484375],0.6680240631103516,GJ06EPD,0.3460800170430369
815,367.0,[2300.3205257982395 1519.5116291418583 2932.6399605182137 2088.5254694982314],[2538.6396484375 1883.56005859375 2714.16015625 1974.205322265625],0.6220092177391052,GJ06EPD,0.7748887739022947
816,367.0,[2302.2183191675226 1524.266302753307 2933.644679379339 2094.241120251334],[2530.04638671875 1895.6356201171875 2722.854248046875 1986.4237060546875],0.6139140129089355,GJ06EPD,0.6297678250732
817,367.0,[2301.206395008945 1526.8744336154573 2932.771680883875 2097.32648857102],[2531.91162109375 1894.3681640625 2723.925537109375 1988.769287109375],0.6384957432746887,GJ06EPD,0.4810082419326294
818,784.0,[836.3420127241604 1402.1690931053024 1486.8399815541009 1962.5939681957386],[1049.25537109375 1758.6156005859375 1246.301025390625 1849.56591796875],0.6331409215927124,LW15ZZC,0.2961837666108081
819,367.0,[2303.372037687728 1541.6671557788654 2933.2840273834327 2110.9820494986716],[2527.19775390625 1911.176025390625 2735.32373046875 2007.0771484375],0.6745906472206116,GJ06EPD,0.3684142927173278
819,784.0,[830.6531318395321 1411.7136791210914 1481.6847801612537 1971.5020222209869],[1056.429443359375 1772.0830078125 1247.37841796875 1858.82080078125],0.623529314994812,LW15ZZC,0.15467810740812896
820,367.0,[2306.573041369005 1548.4287603962855 2935.8908153004045 2118.1998855636684],[2533.01171875 1920.23828125 2733.40673828125 2010.279296875],0.6643806099891663,GJ06EPD,0.2975524105111061
820,784.0,[826.1647728258918 1416.1259728852192 1478.183250727243 1975.8370157532377],[1047.095947265625 1771.7431640625 1247.350341796875 1863.96826171875],0.631334662437439,LM15ZZC,0.47242988419047777
821,367.0,[2306.6874529872043 1555.066933187039 2938.006313097922 2125.709842207503],[2527.52294921875 1922.903076171875 2726.069091796875 2014.49951171875],0.67649906873703,GJ06EPD,0.4924247800306666
822,784.0,[815.5458498138946 1426.2301318473174 1473.6199509250923 1986.7909802688955],[1042.1414794921875 1781.268310546875 1234.494384765625 1875.62109375],0.6711549162864685,LN15ZZC,0.8900108001715832
822,604.0,[2292.8483147743223 1177.982570193722 2855.4718204842843 1610.2583124249077],[2501.5654296875 1451.889892578125 2640.60888671875 1535.768798828125],0.3963893949985504,OA07CLI,0.2852559564721365
823,784.0,[810.6642142132914 1429.169969107395 1469.5843496181542 1990.984959088637],[1047.889892578125 1784.4873046875 1233.568359375 1880.76123046875],0.6800340414047241,LN15ZZC,0.36034442214886625
823,367.0,[2311.1440452913557 1565.6342476231255 2946.036570323934 2138.562153465708],[2531.6650390625 1933.733642578125 2736.475830078125 2029.625244140625],0.6268369555473328,GJ06EPD,0.3352128423129385
823,604.0,[2293.0756933604634 1181.3925884988255 2855.281216430196 1615.661802012469],[2498.243896484375 1452.3995361328125 2642.704345703125 1533.5438232421875],0.3841014504432678,DA07CLI,0.15032232922950853
824,784.0,[808.16957269772 1432.9375087925832 1468.207015804387 1996.7651113334282],[1032.7254638671875 1793.093017578125 1233.2607421875 1893.29248046875],0.675818920135498,LN15ZZC,0.5542365058682942
825,784.0,[806.9233337325979 1438.24336071547 1470.054047483344 2003.8133903033652],[1032.2457275390625 1796.9798583984375 1230.964599609375 1895.4825439453125],0.6639739274978638,LN15ZZC,0.22734501591128722
825,367.0,[2308.6977315278805 1574.6456129547055 2946.0271917413834 2145.5786030360064],[2539.412353515625 1959.1710205078125 2742.527099609375 2041.4798583984375],0.5714690685272217,GJ06EPD,0.46674686566072016
827,367.0,[2305.7615985326215 1582.3987960521295 2948.3006911228927 2148.593609351884],[2540.2041015625 1965.1761474609375 2744.2333984375 2057.32861328125],0.6857807636260986,GJ06EPD,0.5321650233166941
828,367.0,[2307.8987015379935 1589.6642504044166 2949.9499052616748 2150.669609719011],[2543.32421875 1972.681884765625 2742.8125 2067.057373046875],0.7213999032974243,GJ06EPD,0.5983182062327608
829,784.0,[783.4320948340419 1456.580275216008 1457.3533687703625 2031.5826391237351],[1021.4470825195312 1826.4649658203125 1208.098876953125 1918.3553466796875],0.6874032020568848,LM15ZZC,0.26716923295949313
830,367.0,[2310.813065398079 1604.1319538192765 2948.9703216080006 2153.0113367947047],[2541.94140625 1989.6229248046875 2742.053955078125 2088.97021484375],0.6787078976631165,GJ06EPD,0.7103651119005107
831,367.0,[2314.67499335112 1611.429341349859 2954.197879369398 2153.1256094395185],[2539.573974609375 1995.4647216796875 2738.400146484375 2089.610595703125],0.6703276038169861,GJ06EPD,0.4796795534057009
832,784.0,[762.3014547284513 1473.0894227556598 1448.7749822779822 2053.8285707739597],[1005.465087890625 1840.99072265625 1201.97900390625 1944.08349609375],0.6560327410697937,LU15ZZC,0.2685333818269284
833,784.0,[759.0487412027876 1477.9408969180447 1449.7856577746486 2060.8197285689957],[1001.0418701171875 1852.642578125 1201.566162109375 1946.140380859375],0.6591618061065674,LM15ZZC,0.6821687436819828
834,367.0,[2313.3772135986796 1626.2250780043717 2961.9916286341554 2152.792732122967],[2546.197998046875 2014.0975341796875 2754.046875 2110.1904296875],0.7033445835113525,GJ06EPD,0.5655604468763822
834,784.0,[754.2532228583822 1486.7202506505373 1446.7961099493677 2069.9096159753008],[996.4376220703125 1860.877685546875 1199.489501953125 1958.257568359375],0.6569108366966248,LN15ZZC,0.5392642181927797
835,367.0,[2312.8823795681838 1631.0965695915472 2966.1203922347695 2153.615897649317],[2542.82470703125 2017.728515625 2757.008056640625 2114.40966796875],0.7090736627578735,GJ06EPD,0.5103778429238034
836,367.0,[2313.1578549960277 1637.47155030847 2971.424326986491 2154.210598318049],[2542.98486328125 2025.831298828125 2754.9287109375 2125.50830078125],0.6865800023078918,GJ06EPO,0.24487888428473403
836,784.0,[746.9697073320509 1497.5917127387938 1444.7636068772308 2083.467693908846],[990.819580078125 1874.5308837890625 1190.325439453125 1967.0123291015625],0.6625534892082214,LN15ZZC,0.9118267812796789
837,367.0,[2311.293534638803 1647.4757694177906 2971.206024814047 2158.4331193865173],[2541.368408203125 2033.85498046875 2757.208740234375 2134.046630859375],0.6856477856636047,GJ06EPD,0.407126268946361
837,784.0,[742.761662813547 1502.381567933229 1439.3146959567875 2088.651682932093],[980.6114501953125 1879.6175537109375 1184.1397705078125 1975.92919921875],0.6844135522842407,LM15ZZC,0.40942675499141307
837,604.0,[2291.8146158334002 1228.514885895806 2869.3793172413298 1674.742565188249],[2525.3818359375 1512.8111572265625 2664.25634765625 1592.1148681640625],0.35294869542121887,IA07CLI,0.49524139163250375
838,367.0,[2311.0459321094763 1653.0445073347287 2971.172836261762 2159.0755099920666],[2543.397216796875 2039.5458984375 2763.24609375 2137.91650390625],0.6911746263504028,GJ06EPD,0.4176390368483126
838,784.0,[733.1453611226171 1505.018452209856 1431.554165311668 2091.535909915583],[986.6707763671875 1882.169677734375 1185.95263671875 1979.694580078125],0.6877831816673279,LN15ZZC,0.2834044311443993
839,367.0,[2312.590190770754 1658.057373060572 2973.581012241174 2158.433800042633],[2553.232177734375 2053.5361328125 2764.663330078125 2150.85302734375],0.6911700963973999,GJ06EPD,0.6587408741841497
839,784.0,[734.1124980369345 1511.8761194325057 1431.497716263932 2096.7755489099063],[978.2129516601562 1890.70751953125 1182.162841796875 1989.451171875],0.6716220378875732,LM15ZZC,0.45753468455689944
840,784.0,[727.5203805459225 1516.1072367803429 1424.0292835740067 2100.8664630669086],[971.8970947265625 1892.5634765625 1182.907470703125 1997.142333984375],0.670427680015564,LN15ZZC,0.6285832662456254
840,604.0,[2291.1803550897966 1238.804168185649 2874.7702539755282 1685.8536151339258],[2509.461181640625 1536.4398193359375 2658.217529296875 1603.6915283203125],0.48507896065711975,DA07CLY,0.38750153613718785
841,784.0,[720.7462908889383 1518.9357557546623 1420.710374352886 2105.1286252888644],[968.4387817382812 1903.5662841796875 1173.3740234375 2000.4693603515625],0.6607028245925903,LM15ZZC,0.623581039985506
